Item,Frequency
1,0.010016420067198103
2,0.010016415058989323
3,0.010016400034378002
4,0.010016374993409217
5,0.010016339936158091
6,0.010016294862729794
7,0.010016239773259543
8,0.01001617466791261
9,0.010016099546884306
10,0.010016014410399988
11,0.01001591925871506
12,0.01001581409211497
13,0.010015698910915203
14,0.010015573715461289
15,0.010015438506128795
16,0.010015293283323325
17,0.010015138047480514
18,0.010014972799066034
19,0.010014797538575584
20,0.010014612266534892
21,0.01001441698349971
22,0.010014211690055815
23,0.010013996386818996
24,0.010013771074435067
25,0.010013535753579847
26,0.010013290424959173
27,0.01001303508930888
28,0.010012769747394809
29,0.010012494400012801
30,0.010012209047988685
31,0.01001191369217829
32,0.010011608333467422
33,0.010011292972771875
34,0.010010967611037416
35,0.010010632249239789
36,0.010010286888384698
37,0.01000993152950782
38,0.010009566173674775
39,0.010009190821981151
40,0.010008805475552471
41,0.010008410135544203
42,0.01000800480314175
43,0.010007589479560444
44,0.010007164166045539
45,0.010006728863872206
46,0.010006283574345529
47,0.010005828298800494
48,0.010005363038601984
49,0.01000488779514477
50,0.010004402569853516
51,0.01000390736418275
52,0.010003402179616875
53,0.010002887017670157
54,0.010002361879886719
55,0.01000182676784052
56,0.010001281683135365
57,0.01000072662740489
58,0.010000161602312551
59,0.009999586609551617
60,0.00999900165084517
61,0.009998406727946076
62,0.009997801842636999
63,0.009997186996730382
64,0.009996562192068436
65,0.009995927430523133
66,0.009995282713996195
67,0.009994628044419092
68,0.009993963423753019
69,0.009993288853988902
70,0.009992604337147373
71,0.00999190987527877
72,0.009991205470463125
73,0.009990491124810147
74,0.009989766840459224
75,0.009989032619579398
76,0.009988288464369366
77,0.00998753437705746
78,0.009986770359901644
79,0.009985996415189498
80,0.009985212545238202
81,0.00998441875239454
82,0.009983615039034869
83,0.00998280140756512
84,0.009981977860420783
85,0.00998114440006689
86,0.009980301028998016
87,0.009979447749738244
88,0.009978584564841178
89,0.009977711476889906
90,0.009976828488497015
91,0.009975935602304548
92,0.009975032820984012
93,0.009974120147236351
94,0.009973197583791948
95,0.0099722651334106
96,0.009971322798881499
97,0.009970370583023238
98,0.009969408488683775
99,0.009968436518740431
100,0.009967454676099882
