Item,Frequency
1,0.00996770117127068
2,0.009969655032172363
3,0.009971569389710982
4,0.009973444220984866
5,0.009975279503562346
6,0.009977075215482212
7,0.009978831335254144
8,0.009980547841859144
9,0.009982224714749955
10,0.00998386193385147
11,0.009985459479561134
12,0.009987017332749338
13,0.009988535474759783
14,0.009990013887409886
15,0.009991452552991109
16,0.009992851454269333
17,0.009994210574485192
18,0.00999552989735442
19,0.009996809407068154
20,0.009998049088293279
21,0.009999248926172707
22,0.01000040890632569
23,0.010001529014848106
24,0.010002609238312726
25,0.010003649563769496
26,0.010004649978745788
27,0.010005610471246651
28,0.010006531029755048
29,0.010007411643232092
30,0.01000825230111726
31,0.01000905299332861
32,0.01000981371026298
33,0.010010534442796178
34,0.01001121518228317
35,0.01001185592055824
36,0.010012456649935176
37,0.010013017363207397
38,0.01001353805364812
39,0.010014018715010474
40,0.010014459341527646
41,0.010014859927912982
42,0.010015220469360094
43,0.010015540961542961
44,0.010015821400616012
45,0.010016061783214208
46,0.010016262106453098
47,0.01001642236792889
48,0.010016542565718491
49,0.010016622698379544
50,0.010016662764950474
51,0.010016662764950474
52,0.010016622698379544
53,0.010016542565718491
54,0.01001642236792889
55,0.010016262106453098
56,0.010016061783214208
57,0.010015821400616012
58,0.010015540961542961
59,0.010015220469360094
60,0.010014859927912982
61,0.010014459341527646
62,0.010014018715010474
63,0.01001353805364812
64,0.010013017363207397
65,0.010012456649935176
66,0.01001185592055824
67,0.01001121518228317
68,0.010010534442796178
69,0.01000981371026298
70,0.01000905299332861
71,0.01000825230111726
72,0.010007411643232092
73,0.010006531029755048
74,0.010005610471246651
75,0.010004649978745788
76,0.010003649563769496
77,0.010002609238312726
78,0.010001529014848106
79,0.01000040890632569
80,0.009999248926172707
81,0.009998049088293279
82,0.009996809407068154
83,0.00999552989735442
84,0.009994210574485192
85,0.009992851454269333
86,0.009991452552991109
87,0.009990013887409886
88,0.009988535474759783
89,0.009987017332749338
90,0.009985459479561134
91,0.00998386193385147
92,0.009982224714749955
93,0.009980547841859144
94,0.009978831335254144
95,0.009977075215482212
96,0.009975279503562346
97,0.009973444220984866
98,0.009971569389710982
99,0.009969655032172363
100,0.00996770117127068
