Item,Frequency
1,0.009216971957979691
2,0.009262245951271678
3,0.009306811603837922
4,0.009350656573343047
5,0.009393768675394163
6,0.009436135889169781
7,0.009477746362992997
8,0.009518588419845316
9,0.009558650562817576
10,0.009597921480494369
11,0.00963639005226848
12,0.009674045353581805
13,0.009710876661089352
14,0.009746873457742855
15,0.009782025437790684
16,0.009816322511690689
17,0.009849754810932705
18,0.009882312692767539
19,0.00991398674483919
20,0.00994476778971727
21,0.009974646889326514
22,0.01000361534927042
23,0.010031664723046075
24,0.010058786816147317
25,0.01008497369005344
26,0.01011021766610073
27,0.010134511329234173
28,0.0101578475316368
29,0.010180219396234142
30,0.010201620320071422
31,0.010222043977561171
32,0.01024148432359897
33,0.010259935596545255
34,0.010277392321071067
35,0.010293849310865792
36,0.010309301671205027
37,0.010323744801376792
38,0.010337174396964379
39,0.010349586451984302
40,0.010360977260877802
41,0.01037134342035457
42,0.010380681831087379
43,0.010388989699256428
44,0.010396264537942393
45,0.010402504168367098
46,0.010407706720981048
47,0.010411870636397005
48,0.010414994666168959
49,0.010417077873415974
50,0.010418119633290441
51,0.010418119633290441
52,0.010417077873415974
53,0.010414994666168959
54,0.010411870636397005
55,0.010407706720981048
56,0.010402504168367098
57,0.010396264537942393
58,0.010388989699256428
59,0.010380681831087379
60,0.01037134342035457
61,0.010360977260877802
62,0.010349586451984302
63,0.010337174396964379
64,0.010323744801376792
65,0.010309301671205027
66,0.010293849310865792
67,0.010277392321071067
68,0.010259935596545255
69,0.01024148432359897
70,0.010222043977561171
71,0.010201620320071422
72,0.010180219396234142
73,0.0101578475316368
74,0.010134511329234173
75,0.01011021766610073
76,0.01008497369005344
77,0.010058786816147317
78,0.010031664723046075
79,0.01000361534927042
80,0.009974646889326514
81,0.00994476778971727
82,0.00991398674483919
83,0.009882312692767539
84,0.009849754810932705
85,0.009816322511690689
86,0.009782025437790684
87,0.009746873457742855
88,0.009710876661089352
89,0.009674045353581805
90,0.00963639005226848
91,0.009597921480494369
92,0.009558650562817576
93,0.009518588419845316
94,0.009477746362992997
95,0.009436135889169781
96,0.009393768675394163
97,0.009350656573343047
98,0.009306811603837922
99,0.009262245951271678
100,0.009216971957979691
