Item,Frequency
1,0.011660628814285055
2,0.011660045797419886
3,0.01165829692171923
4,0.01165538271178022
5,0.011651304041640009
6,0.011646062134338872
7,0.011639658561308991
8,0.011632095241589339
9,0.011623374440867204
10,0.01161349877034704
11,0.011602471185447402
12,0.011590294984326958
13,0.011576973806240488
14,0.011562511629726104
15,0.011546912770624945
16,0.011530181879934681
17,0.011512323941498375
18,0.011493344269530291
19,0.011473248505980327
20,0.01145204261773898
21,0.011429732893684735
22,0.011406325941575904
23,0.011381828684789107
24,0.011356248358906649
25,0.011329592508155096
26,0.011301868981697563
27,0.011273085929782241
28,0.011243251799749792
29,0.011212375331902374
30,0.011180465555237128
31,0.011147531783047001
32,0.01111358360839196
33,0.011078630899443635
34,0.011042683794706576
35,0.011005752698119355
36,0.010967848274038827
37,0.010928981442110923
38,0.010889163372031456
39,0.010848405478200417
40,0.010806719414273367
41,0.01076411706761355
42,0.010720610553648445
43,0.01067621221013445
44,0.010630934591333558
45,0.01058479046210583
46,0.01053779279192154
47,0.010489954748796966
48,0.010441289693157739
49,0.010391811171633751
50,0.010341532910789703
51,0.010290468810795247
52,0.010238632939038895
53,0.010186039523689721
54,0.010132702947211001
55,0.010078637739829888
56,0.010023858572967299
57,0.009968380252632102
58,0.009912217712783779
59,0.009855386008667704
60,0.009797900310127162
61,0.00973977589489625
62,0.009681028141877785
63,0.009621672524410319
64,0.009561724603528355
65,0.009501200021219848
66,0.009440114493685021
67,0.009378483804600532
68,0.009316323798392982
69,0.009253650373525735
70,0.009190479475802963
71,0.009126827091694809
72,0.009062709241687537
73,0.00899814197366244
74,0.008933141356307295
75,0.008867723472564063
76,0.008801904413116483
77,0.008735700269921189
78,0.008669127129785875
79,0.00860220106799801
80,0.008534938142007521
81,0.008467354385166827
82,0.008399465800531495
83,0.008331288354724777
84,0.008262837971869151
85,0.008194130527588021
86,0.008125181843080493
87,0.008056007679272281
88,0.00798662373104549
89,0.007917045621550151
90,0.007847288896600167
91,0.007777369019156281
92,0.007707301363898649
93,0.007637101211891412
94,0.007566783745341679
95,0.007496364042455188
96,0.007425857072390818
97,0.007355277690316086
98,0.0072846406325656156
99,0.0072139605119045155
100,0.007143251812898498
