Item,Frequency
1,0.009870323916908735
2,0.009874213590747425
3,0.00987806528507939
4,0.009881878954270234
5,0.009885654553124235
6,0.009889392036885243
7,0.009893091361237573
8,0.009896752482306861
9,0.009900375356660948
10,0.009903959941310738
11,0.009907506193711032
12,0.009911014071761388
13,0.009914483533806943
14,0.00991791453863925
15,0.009921307045497069
16,0.009924661014067204
17,0.009927976404485282
18,0.009931253177336546
19,0.009934491293656639
20,0.009937690714932378
21,0.00994085140310251
22,0.009943973320558474
23,0.009947056430145143
24,0.009950100695161562
25,0.009953106079361673
26,0.00995607254695504
27,0.009959000062607559
28,0.009961888591442153
29,0.009964738099039468
30,0.009967548551438561
31,0.009970319915137566
32,0.009973052157094368
33,0.009975745244727255
34,0.009978399145915562
35,0.009981013829000318
36,0.009983589262784871
37,0.009986125416535511
38,0.009988622259982071
39,0.009991079763318544
40,0.009993497897203666
41,0.009995876632761504
42,0.009998215941582027
43,0.01000051579572168
44,0.010002776167703923
45,0.010004997030519805
46,0.010007178357628476
47,0.010009320122957724
48,0.010011422300904505
49,0.010013484866335435
50,0.01001550779458731
51,0.010017491061467581
52,0.010019434643254844
53,0.010021338516699313
54,0.010023202659023279
55,0.010025027047921575
56,0.010026811661562007
57,0.010028556478585799
58,0.01003026147810801
59,0.010031926639717968
60,0.01003355194347965
61,0.010035137369932114
62,0.01003668290008985
63,0.010038188515443192
64,0.010039654197958667
65,0.010041079930079362
66,0.010042465694725274
67,0.010043811475293651
68,0.010045117255659325
69,0.010046383020175027
70,0.010047608753671713
71,0.010048794441458848
72,0.010049940069324722
73,0.010051045623536715
74,0.010052111090841578
75,0.010053136458465705
76,0.010054121714115374
77,0.010055066845977002
78,0.010055971842717382
79,0.010056836693483905
80,0.01005766138790478
81,0.010058445916089238
82,0.010059190268627734
83,0.010059894436592129
84,0.010060558411535876
85,0.010061182185494184
86,0.010061765750984178
87,0.01006230910100505
88,0.010062812229038195
89,0.010063275129047351
90,0.010063697795478704
91,0.010064080223261013
92,0.01006442240780571
93,0.010064724345006978
94,0.010064986031241854
95,0.010065207463370286
96,0.0100653886387352
97,0.010065529555162555
98,0.010065630210961386
99,0.010065690604923834
100,0.010065710736325175
