Item,Frequency
1,0.007159549584949094
2,0.007301260991977512
3,0.007442799625868716
4,0.007584047831764482
5,0.0077248860499833875
6,0.007865192972923084
7,0.008004845708435033
8,0.00814371994939631
9,0.00828169014918052
10,0.008418629702707903
11,0.008554411132733284
12,0.008688906281009939
13,0.00882198650394759
14,0.008953522872363881
15,0.009083386374910692
16,0.00921144812473983
17,0.009337579568956967
18,0.009461652700398074
19,0.00958354027124953
20,0.00970311600802116
21,0.009820254827371054
22,0.009934833052272038
23,0.010046728628002266
24,0.010155821337436562
25,0.010261993015110812
26,0.010365127759529242
27,0.010465112143183375
28,0.01056183541975233
29,0.010655189727956559
30,0.010745070291541358
31,0.010831375614872447
32,0.010914007673633508
33,0.010992872100125011
34,0.011067878362674621
35,0.011138939938682283
36,0.011205974480837336
37,0.011268903976060991
38,0.011327654896744936
39,0.011382158343875848
40,0.011432350181655879
41,0.011478171163251068
42,0.011519567047322554
43,0.011556488705019827
44,0.011588892217140559
45,0.011616738961188117
46,0.01163999568808515
47,0.011658634588329981
48,0.011672633347411579
49,0.011681975190328441
50,0.011686648915087208
51,0.011686648915087208
52,0.011681975190328441
53,0.011672633347411579
54,0.011658634588329981
55,0.01163999568808515
56,0.011616738961188117
57,0.011588892217140559
58,0.011556488705019827
59,0.011519567047322554
60,0.011478171163251068
61,0.011432350181655879
62,0.011382158343875848
63,0.011327654896744936
64,0.011268903976060991
65,0.011205974480837336
66,0.011138939938682283
67,0.011067878362674621
68,0.010992872100125011
69,0.010914007673633508
70,0.010831375614872447
71,0.010745070291541358
72,0.010655189727956559
73,0.01056183541975233
74,0.010465112143183375
75,0.010365127759529242
76,0.010261993015110812
77,0.010155821337436562
78,0.010046728628002266
79,0.009934833052272038
80,0.009820254827371054
81,0.00970311600802116
82,0.00958354027124953
83,0.009461652700398074
84,0.009337579568956967
85,0.00921144812473983
86,0.009083386374910692
87,0.008953522872363881
88,0.00882198650394759
89,0.008688906281009939
90,0.008554411132733284
91,0.008418629702707903
92,0.00828169014918052
93,0.00814371994939631
94,0.008004845708435033
95,0.007865192972923084
96,0.0077248860499833875
97,0.007584047831764482
98,0.007442799625868716
99,0.007301260991977512
100,0.007159549584949094
